,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
2509,EID_6711,0,47.0,2,1,Washington,Sales,Conceptual,19.0,4,23,0,2,7.0,type2,2.0,3,-1.8176,0.7075,2.0,3,6,3
2510,EID_25662,1,52.0,4,0,Franklin,Sales,Conceptual,21.0,2,33,1,5,7.0,type1,1.0,3,-1.8176,-0.4537,2.0,5,9,3
2513,EID_11154,1,42.0,3,1,Lebanon,Sales,Analytical,11.0,3,37,1,3,9.0,type0,4.0,3,-0.9612,-0.4537,1.0,2,7,3
2514,EID_5451,1,62.0,3,1,Springfield,Sales,Behavioral,40.0,3,39,1,2,7.0,type2,1.0,3,0.7516,1.8688,2.0,3,5,4
2516,EID_23643,1,,4,0,Lebanon,Sales,Behavioral,10.0,1,53,0,2,8.0,type3,1.0,3,,-0.4537,2.0,2,7,3
2517,EID_5935,1,65.0,5,0,Springfield,Sales,Conceptual,37.0,3,40,1,4,8.0,type3,3.0,1,-0.9612,-0.4537,2.0,3,8,3
2523,EID_1078,1,58.0,2,1,Franklin,Sales,Analytical,29.0,4,40,0,2,8.0,type2,1.0,3,0.7516,-0.4537,2.0,4,5,3
2524,EID_22264,0,25.0,4,0,Lebanon,Sales,Analytical,6.0,2,44,0,5,8.0,type2,1.0,3,-1.8176,-0.4537,2.0,3,7,4
2525,EID_1186,0,61.0,3,1,Franklin,Sales,Behavioral,23.0,3,60,1,2,8.0,type3,2.0,4,-0.1048,-0.4537,2.0,4,5,4
2526,EID_11020,1,34.0,2,1,Franklin,Sales,Conceptual,5.0,1,22,0,5,9.0,type2,2.0,3,0.7516,0.7075,2.0,2,6,4
2527,EID_19193,1,21.0,4,1,Lebanon,Sales,Behavioral,2.0,2,25,1,2,7.0,type2,1.0,3,1.6081,0.7075,1.0,4,8,5
2528,EID_12957,1,28.0,3,1,Lebanon,Sales,Behavioral,4.0,4,43,0,1,8.0,type3,3.0,3,0.7516,0.7075,2.0,2,7,3
2531,EID_8034,0,59.0,2,1,Franklin,Sales,Behavioral,33.0,2,32,2,3,8.0,type2,1.0,4,0.7516,-0.4537,,3,8,2
2532,EID_8801,0,48.0,3,1,Lebanon,Sales,Directive,10.0,1,34,1,5,9.0,type2,3.0,3,-0.1048,0.7075,2.0,3,8,5
2534,EID_22274,0,60.0,4,1,Springfield,Sales,Behavioral,21.0,4,59,1,1,7.0,type3,2.0,3,0.7516,-0.4537,3.0,4,9,5
2535,EID_11091,1,43.0,3,1,Springfield,Sales,Behavioral,17.0,1,66,1,2,8.0,type3,1.0,2,1.6081,0.7075,1.0,3,7,3
2536,EID_4504,1,48.0,3,1,Lebanon,Sales,Behavioral,16.0,2,68,0,3,10.0,type2,3.0,3,-0.1048,0.7075,,3,7,3
2540,EID_7824,0,50.0,5,0,Lebanon,Sales,Directive,22.0,2,54,0,4,9.0,type3,1.0,3,0.7516,-0.4537,2.0,2,5,3
2541,EID_14856,1,24.0,3,1,Lebanon,Sales,Behavioral,5.0,2,45,2,2,9.0,type3,1.0,3,0.7516,0.7075,2.0,5,8,3
2542,EID_1501,1,58.0,5,1,Springfield,Sales,Behavioral,36.0,4,53,0,3,7.0,type2,1.0,4,-0.9612,-0.4537,2.0,4,5,3
2543,EID_12999,0,28.0,5,0,Lebanon,Sales,Directive,4.0,1,55,0,3,8.0,type2,3.0,4,,-0.4537,3.0,3,6,5
2546,EID_1944,1,55.0,3,0,Lebanon,Sales,Conceptual,23.0,2,59,0,3,10.0,type2,4.0,2,0.7516,0.7075,1.0,5,5,3
2556,EID_6314,1,,1,1,Washington,Sales,Conceptual,17.0,3,23,0,2,10.0,type2,2.0,3,0.7516,-0.4537,2.0,3,9,4
2557,EID_7536,1,42.0,3,0,Springfield,Sales,Analytical,10.0,2,21,1,2,8.0,type2,3.0,3,-0.9612,0.7075,2.0,4,8,5
2559,EID_20903,0,,4,0,Springfield,Sales,Behavioral,3.0,1,27,1,4,7.0,type2,2.0,3,0.7516,1.8688,,3,9,3
2560,EID_24283,1,52.0,5,0,Lebanon,Sales,Behavioral,13.0,3,61,1,4,10.0,type2,1.0,3,1.6081,-0.4537,2.0,3,8,3
2561,EID_18495,0,20.0,3,1,Franklin,Sales,Behavioral,1.0,1,49,1,2,9.0,type2,1.0,3,0.7516,-0.4537,1.0,1,8,3
2562,EID_5098,1,51.0,4,0,Washington,Sales,Behavioral,26.0,4,42,0,3,7.0,type2,1.0,2,0.7516,0.7075,2.0,5,7,2
2563,EID_13240,0,36.0,4,1,Franklin,Sales,Analytical,8.0,1,72,0,1,8.0,type2,3.0,3,-0.9612,0.7075,,1,7,3
2564,EID_23914,0,25.0,4,0,Springfield,Sales,Analytical,6.0,4,54,1,3,7.0,type3,1.0,3,0.7516,0.7075,2.0,3,8,5
2567,EID_10209,1,40.0,3,1,Springfield,Sales,Conceptual,18.0,3,69,0,3,8.0,type3,2.0,3,-1.8176,1.8688,3.0,4,8,3
2573,EID_2318,0,54.0,3,1,Springfield,Sales,Directive,21.0,2,25,0,3,9.0,type2,3.0,4,-0.1048,-0.4537,2.0,4,7,3
2575,EID_11494,0,32.0,3,1,Franklin,Sales,Behavioral,4.0,4,60,0,4,7.0,type2,4.0,3,0.7516,-1.615,2.0,2,7,3
2576,EID_3570,1,59.0,4,1,Clinton,Sales,Directive,36.0,3,72,2,1,10.0,type2,2.0,4,-0.9612,-0.4537,2.0,2,7,4
2582,EID_20716,1,42.0,3,1,Washington,Sales,Directive,4.0,4,58,0,1,7.0,type2,4.0,4,-1.8176,-0.4537,3.0,3,7,5
2583,EID_13877,1,26.0,2,1,Franklin,Sales,Conceptual,2.0,1,23,1,5,9.0,type2,4.0,1,-0.1048,1.8688,2.0,4,6,4
2586,EID_11375,1,36.0,4,1,Franklin,Sales,Analytical,9.0,2,71,1,1,7.0,type2,3.0,3,-1.8176,-0.4537,2.0,2,5,3
2588,EID_25516,0,35.0,3,1,Lebanon,Sales,Directive,6.0,2,66,1,3,10.0,type4,4.0,2,-0.1048,-0.4537,,2,7,3
2591,EID_2010,0,55.0,4,1,Washington,Sales,Directive,16.0,3,33,1,4,7.0,type2,1.0,3,0.7516,-0.4537,2.0,2,6,3
2592,EID_13536,1,31.0,3,1,Lebanon,Sales,Analytical,7.0,2,71,1,5,7.0,type2,4.0,3,0.7516,-0.4537,,4,9,3
2596,EID_16950,0,22.0,3,0,Franklin,Sales,Behavioral,3.0,2,38,1,2,7.0,type2,2.0,2,-0.1048,-0.4537,2.0,3,5,4
2598,EID_4286,1,53.0,3,0,Springfield,Sales,Analytical,29.0,4,55,1,2,10.0,type3,1.0,4,-0.9612,-0.4537,3.0,2,8,4
2601,EID_7609,0,,4,0,Springfield,Sales,Behavioral,2.0,2,63,0,3,9.0,type2,2.0,5,0.7516,0.7075,2.0,4,7,2
2603,EID_17006,1,,3,1,Clinton,Sales,Directive,5.0,4,22,0,4,10.0,type3,3.0,4,-1.8176,-0.4537,2.0,4,8,4
2605,EID_13293,1,27.0,4,1,Washington,Sales,Directive,4.0,2,60,1,3,8.0,type2,1.0,3,-0.1048,0.7075,2.0,3,8,3
2606,EID_21121,1,28.0,3,1,Franklin,Sales,Directive,5.0,2,64,1,3,10.0,type2,1.0,4,-0.1048,0.7075,1.0,2,7,5
2607,EID_5268,0,56.0,3,1,Washington,Sales,Directive,19.0,4,36,2,3,10.0,type3,1.0,3,0.7516,-0.4537,2.0,2,8,3
2611,EID_1884,0,55.0,1,0,Washington,Sales,Behavioral,21.0,1,27,1,3,7.0,type2,3.0,3,-1.8176,-1.615,2.0,2,7,3
2613,EID_13098,1,,3,0,Franklin,Sales,Behavioral,6.0,1,62,1,4,7.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,5,3
2614,EID_5350,0,55.0,3,0,Franklin,Sales,Directive,32.0,4,42,1,5,9.0,type3,1.0,3,0.7516,-0.4537,1.0,2,9,3
2619,EID_4542,0,52.0,3,0,Lebanon,Sales,Directive,20.0,1,51,1,3,8.0,type2,4.0,4,-0.1048,-0.4537,2.0,3,8,3
2622,EID_14023,0,26.0,3,0,Washington,Sales,Behavioral,3.0,3,50,0,3,10.0,type2,3.0,3,0.7516,-0.4537,2.0,2,6,3
2623,EID_22784,1,27.0,1,0,Springfield,Sales,Conceptual,5.0,1,37,0,3,9.0,type2,2.0,3,0.7516,0.7075,2.0,2,6,2
2626,EID_8194,1,65.0,4,1,Springfield,Sales,Behavioral,40.0,4,47,1,4,8.0,type3,3.0,5,0.7516,0.7075,2.0,3,5,4
2629,EID_1979,0,59.0,4,0,Lebanon,Sales,Directive,35.0,2,39,1,3,8.0,type3,4.0,3,-0.9612,0.7075,2.0,3,8,3
2630,EID_25148,0,54.0,3,0,Washington,Sales,Conceptual,26.0,4,70,2,3,7.0,type2,4.0,3,-0.1048,1.8688,1.0,4,6,3
2632,EID_1794,0,55.0,3,1,Springfield,Sales,Behavioral,18.0,2,22,0,2,10.0,type3,1.0,5,0.7516,-0.4537,2.0,2,8,3
2635,EID_16055,1,,4,1,Lebanon,Sales,Conceptual,4.0,4,74,1,3,9.0,type2,1.0,2,-0.1048,-0.4537,2.0,2,6,2
2636,EID_1222,1,58.0,4,0,Springfield,Sales,Behavioral,22.0,1,72,1,2,8.0,type2,1.0,3,1.6081,-0.4537,3.0,3,8,5
2640,EID_15875,0,24.0,4,1,Clinton,Sales,Behavioral,5.0,2,22,1,3,9.0,type2,2.0,3,,-0.4537,2.0,3,5,3
2642,EID_22507,1,54.0,4,1,Franklin,Sales,Directive,30.0,1,21,1,1,8.0,type2,1.0,4,-0.9612,0.7075,1.0,2,6,3
2644,EID_5613,1,,3,1,Springfield,Sales,Directive,13.0,2,39,1,2,8.0,type2,4.0,3,0.7516,-0.4537,2.0,3,5,3
2645,EID_14062,1,25.0,3,1,Lebanon,Sales,Directive,6.0,1,30,0,3,9.0,type3,3.0,3,-1.8176,-1.615,2.0,2,8,3
2647,EID_7476,1,42.0,3,1,Clinton,Sales,Analytical,9.0,1,48,1,2,9.0,type2,1.0,3,-1.8176,1.8688,2.0,2,7,3
2648,EID_19671,1,25.0,1,1,Springfield,Sales,Directive,6.0,3,46,0,3,7.0,type2,1.0,4,0.7516,-0.4537,2.0,1,8,4
2650,EID_20878,0,32.0,2,1,Lebanon,Sales,Conceptual,,1,61,0,3,8.0,type0,1.0,3,0.7516,0.7075,2.0,3,7,4
2651,EID_3790,1,50.0,4,0,Washington,Sales,Conceptual,13.0,1,34,0,3,7.0,type3,1.0,3,-0.1048,1.8688,,2,8,3
2652,EID_1198,1,58.0,3,0,Lebanon,Sales,Behavioral,34.0,4,43,1,1,9.0,type3,1.0,3,0.7516,-0.4537,2.0,3,6,3
2656,EID_23350,0,27.0,3,0,Washington,Sales,Conceptual,4.0,4,65,2,5,8.0,type2,1.0,3,0.7516,0.7075,2.0,4,9,3
2657,EID_5730,1,,4,1,Springfield,Sales,Behavioral,25.0,4,38,1,2,9.0,type2,3.0,1,0.7516,0.7075,2.0,2,7,5
2658,EID_20110,1,42.0,4,1,Franklin,Sales,Behavioral,4.0,3,27,2,2,9.0,type3,2.0,3,0.7516,1.8688,2.0,2,9,3
2660,EID_6203,1,48.0,4,1,Clinton,Sales,Analytical,23.0,1,34,2,2,7.0,type2,2.0,3,0.7516,-0.4537,,2,8,4
2661,EID_6591,0,48.0,3,0,Springfield,Sales,Conceptual,11.0,4,23,1,2,9.0,type2,1.0,3,,-0.4537,1.0,1,6,3
2663,EID_1282,1,61.0,3,0,Springfield,Sales,Conceptual,22.0,3,28,0,2,8.0,type2,2.0,3,-0.1048,-0.4537,1.0,4,8,3
2665,EID_4632,1,64.0,2,1,Lebanon,Sales,Directive,34.0,3,58,2,2,10.0,type2,3.0,3,-0.1048,0.7075,1.0,2,8,5
2670,EID_10811,1,34.0,2,0,Lebanon,Sales,Conceptual,12.0,2,20,2,2,8.0,type2,3.0,4,0.7516,-1.615,2.0,2,8,3
2672,EID_20395,1,19.0,2,1,Clinton,Sales,Analytical,0.0,0,33,1,3,8.0,type3,3.0,3,,-2.7762,2.0,3,7,3
2673,EID_22327,1,28.0,4,0,Washington,Sales,Analytical,4.0,4,35,1,3,8.0,type2,1.0,3,,-1.615,1.0,3,6,4
2674,EID_10214,0,45.0,2,1,Franklin,Sales,Behavioral,16.0,2,71,0,4,8.0,type1,2.0,2,-0.1048,-0.4537,2.0,2,7,3
2680,EID_9810,1,58.0,3,1,Lebanon,Sales,Conceptual,34.0,1,71,1,3,8.0,type3,4.0,3,0.7516,0.7075,3.0,3,5,3
2682,EID_11687,1,32.0,3,0,Springfield,Sales,Behavioral,8.0,2,44,1,5,8.0,type2,3.0,1,,-1.615,3.0,4,7,3
2684,EID_24812,0,19.0,4,1,Springfield,Sales,Analytical,0.0,0,59,0,3,7.0,type2,3.0,4,-1.8176,-2.7762,2.0,2,7,3
2687,EID_14871,0,24.0,4,1,Washington,Sales,Analytical,5.0,4,36,1,3,7.0,type2,3.0,3,-0.1048,1.8688,3.0,3,8,3
2688,EID_4739,1,57.0,3,0,Clinton,Sales,Directive,27.0,1,63,1,2,9.0,type2,2.0,2,0.7516,-1.615,2.0,4,8,1
2690,EID_10346,1,40.0,4,1,Franklin,Sales,Behavioral,14.0,1,22,1,2,7.0,type2,4.0,3,0.7516,0.7075,1.0,3,6,3
2691,EID_6445,0,53.0,1,1,Franklin,Sales,Analytical,30.0,4,43,1,2,7.0,type2,4.0,3,0.7516,-1.615,,3,8,3
2692,EID_11334,1,33.0,2,1,Lebanon,Sales,Directive,6.0,1,21,0,2,7.0,type1,2.0,3,0.7516,0.7075,2.0,4,5,3
2693,EID_10352,0,40.0,1,1,Springfield,Sales,Directive,16.0,2,64,0,3,10.0,type2,2.0,4,0.7516,0.7075,2.0,4,8,3
2694,EID_12872,1,30.0,3,1,Springfield,Sales,Conceptual,8.0,4,39,2,2,8.0,type3,3.0,1,,-0.4537,2.0,3,8,3
2695,EID_7807,0,45.0,3,1,Springfield,Sales,Directive,20.0,1,42,0,3,8.0,type2,3.0,2,0.7516,-0.4537,2.0,3,8,3
2698,EID_16346,0,24.0,1,1,Springfield,Sales,Behavioral,5.0,2,58,0,1,8.0,type3,3.0,4,0.7516,0.7075,2.0,3,6,3
2700,EID_14443,1,29.0,4,1,Lebanon,Sales,Analytical,7.0,1,37,1,2,10.0,type2,2.0,3,0.7516,-0.4537,2.0,3,5,3
2707,EID_7925,0,45.0,1,0,Lebanon,Sales,Directive,14.0,1,31,0,3,9.0,type2,3.0,3,-1.8176,-0.4537,3.0,4,5,2
2709,EID_13171,1,37.0,3,1,Lebanon,Sales,Conceptual,13.0,4,58,1,3,10.0,type3,1.0,3,1.6081,0.7075,2.0,3,6,3
2712,EID_8327,0,44.0,3,1,Springfield,Sales,Analytical,13.0,4,36,1,3,9.0,type2,2.0,3,,0.7075,3.0,3,5,3
2716,EID_6022,1,54.0,3,1,Franklin,Sales,Analytical,23.0,3,45,2,2,8.0,type2,1.0,3,-0.1048,0.7075,1.0,3,5,3
2717,EID_12519,0,38.0,3,0,Washington,Sales,Behavioral,10.0,3,64,1,3,7.0,type2,3.0,3,0.7516,-0.4537,,3,7,3
2718,EID_23313,1,28.0,3,1,Springfield,Sales,Directive,6.0,4,29,0,4,7.0,type3,1.0,5,0.7516,-0.4537,2.0,3,5,3
2722,EID_8238,1,59.0,5,0,Lebanon,Sales,Analytical,31.0,1,70,1,3,8.0,type3,1.0,2,0.7516,0.7075,2.0,2,5,4
2724,EID_9203,0,58.0,3,0,Franklin,Sales,Analytical,21.0,1,42,0,3,8.0,type0,4.0,3,0.7516,0.7075,3.0,3,8,3
2728,EID_21336,1,32.0,4,1,Franklin,Sales,Directive,10.0,2,62,0,4,8.0,type3,1.0,3,-0.1048,-0.4537,,4,7,3
2734,EID_21463,1,,4,1,Springfield,Sales,Directive,33.0,1,55,1,3,8.0,type1,3.0,3,-0.9612,-0.4537,2.0,4,7,3
2739,EID_18845,1,22.0,1,0,Washington,Sales,Behavioral,3.0,3,66,2,4,10.0,type2,4.0,5,0.7516,-0.4537,2.0,3,5,3
2741,EID_10760,1,34.0,1,0,Franklin,Sales,Directive,10.0,3,53,2,3,8.0,type2,2.0,4,0.7516,-0.4537,,3,8,3
2742,EID_18860,1,22.0,3,0,Clinton,Sales,Directive,3.0,2,38,1,3,7.0,type2,3.0,3,0.7516,-0.4537,2.0,4,6,4
2744,EID_14987,0,32.0,3,1,Franklin,Sales,Directive,7.0,3,57,0,3,7.0,type4,2.0,5,-0.1048,1.8688,1.0,2,6,2
2746,EID_1317,1,65.0,1,0,Springfield,Sales,Analytical,34.0,2,63,1,3,8.0,type3,2.0,3,-0.9612,-2.7762,2.0,4,6,4
2748,EID_3883,0,53.0,2,1,Springfield,Sales,Analytical,21.0,3,62,1,5,9.0,type3,2.0,3,-0.9612,0.7075,2.0,2,7,3
2752,EID_4107,0,,2,0,Franklin,Sales,Directive,28.0,1,44,0,2,9.0,type3,1.0,3,0.7516,0.7075,2.0,5,6,2
2753,EID_21961,1,27.0,1,1,Lebanon,Sales,Analytical,,1,27,1,4,7.0,type2,2.0,4,0.7516,0.7075,2.0,2,8,3
2759,EID_18535,1,20.0,2,1,Lebanon,Sales,Behavioral,1.0,1,60,0,3,9.0,type3,1.0,3,-0.1048,-0.4537,2.0,2,5,3
2760,EID_23797,1,26.0,3,0,Springfield,Sales,Conceptual,3.0,3,58,1,3,7.0,type3,4.0,3,,0.7075,1.0,2,8,3
2763,EID_9344,1,39.0,4,1,Franklin,Sales,Directive,10.0,1,74,0,3,7.0,type3,4.0,4,-0.1048,-1.615,2.0,3,5,3
2765,EID_20012,1,54.0,3,1,Springfield,Sales,Conceptual,16.0,2,74,2,3,8.0,type3,2.0,3,-0.1048,0.7075,2.0,2,7,4
2768,EID_12305,1,39.0,5,0,Lebanon,Sales,Conceptual,16.0,3,48,0,3,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,3,5,3
2770,EID_14163,1,29.0,4,1,Lebanon,Sales,Analytical,5.0,4,26,1,3,9.0,type1,1.0,3,-0.1048,1.8688,1.0,3,6,3
2771,EID_15897,1,30.0,3,1,Springfield,Sales,Conceptual,6.0,2,48,1,3,10.0,type4,5.0,3,,-0.4537,2.0,3,7,2
2777,EID_13195,1,32.0,4,0,Springfield,Sales,Conceptual,3.0,3,31,2,4,7.0,type2,5.0,3,0.7516,0.7075,2.0,3,6,4
2778,EID_12309,1,34.0,3,1,Washington,Sales,Behavioral,5.0,2,60,1,2,8.0,type2,1.0,3,,1.8688,1.0,1,8,1
2782,EID_17805,0,,3,0,Lebanon,Sales,Analytical,6.0,4,21,1,2,8.0,type3,4.0,4,0.7516,-0.4537,2.0,2,7,5
2786,EID_14479,1,29.0,4,0,Franklin,Sales,Conceptual,6.0,3,29,1,1,8.0,type2,3.0,3,0.7516,0.7075,2.0,3,7,1
2789,EID_16138,0,26.0,3,1,Clinton,Sales,Conceptual,3.0,3,25,0,2,7.0,type3,4.0,5,-0.1048,0.7075,2.0,3,6,3
2792,EID_20627,0,28.0,5,0,Franklin,Sales,Directive,4.0,4,56,1,1,8.0,type3,1.0,3,0.7516,0.7075,2.0,2,8,4
2793,EID_23260,0,60.0,3,1,Lebanon,Sales,Conceptual,33.0,3,66,2,2,7.0,type3,4.0,4,1.6081,0.7075,2.0,3,9,4
2794,EID_7513,0,51.0,3,1,Lebanon,Sales,Conceptual,23.0,4,22,1,5,7.0,type2,5.0,3,0.7516,-0.4537,2.0,4,8,4
2796,EID_3543,0,65.0,3,1,Lebanon,Sales,Behavioral,40.0,3,33,0,1,8.0,type2,4.0,3,-0.9612,-1.615,2.0,1,6,3
2798,EID_22961,0,25.0,2,1,Franklin,Sales,Behavioral,6.0,3,30,1,3,7.0,type2,4.0,3,1.6081,0.7075,2.0,3,7,4
2800,EID_16133,1,23.0,3,1,Washington,Sales,Analytical,4.0,1,37,1,5,9.0,type2,3.0,2,-0.1048,0.7075,2.0,2,8,3
2804,EID_22890,0,60.0,4,1,Franklin,Sales,Analytical,38.0,4,40,1,4,8.0,type2,3.0,3,1.6081,-1.615,1.0,3,7,3
2806,EID_23593,1,45.0,4,0,Clinton,Sales,Analytical,21.0,2,74,0,3,8.0,type2,3.0,4,-0.1048,0.7075,1.0,2,8,2
2808,EID_20278,1,26.0,3,0,Springfield,Sales,Behavioral,2.0,2,33,1,1,10.0,type2,3.0,3,0.7516,-0.4537,2.0,2,7,4
2810,EID_22972,1,45.0,4,1,Springfield,Sales,Conceptual,23.0,3,23,1,4,9.0,type2,3.0,4,-0.1048,1.8688,2.0,2,5,2
2815,EID_19867,1,19.0,4,0,Washington,Sales,Behavioral,0.0,0,74,0,3,8.0,type2,1.0,2,-0.1048,0.7075,,2,7,3
2817,EID_22950,1,26.0,3,0,Clinton,Sales,Conceptual,2.0,2,21,1,3,8.0,type3,3.0,3,0.7516,0.7075,2.0,2,5,3
2820,EID_21841,0,28.0,5,1,Franklin,Sales,Directive,5.0,3,54,1,3,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,7,2
2822,EID_2951,1,61.0,4,0,Lebanon,Sales,Conceptual,36.0,4,51,2,4,7.0,type3,1.0,3,0.7516,0.7075,2.0,3,8,5
2824,EID_21972,0,25.0,5,1,Lebanon,Sales,Directive,6.0,1,66,1,3,10.0,type2,1.0,3,-1.8176,0.7075,2.0,2,8,2
2826,EID_12239,0,39.0,4,1,Springfield,Sales,Directive,14.0,2,60,0,5,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,8,2
2827,EID_22736,0,35.0,5,1,Clinton,Sales,Conceptual,9.0,2,42,1,5,8.0,type2,1.0,4,0.7516,0.7075,2.0,3,7,2
2829,EID_6762,0,63.0,3,0,Lebanon,Sales,Conceptual,38.0,4,28,2,2,9.0,type2,1.0,2,-0.1048,-0.4537,1.0,2,8,4
2830,EID_10598,1,39.0,3,0,Washington,Sales,Analytical,11.0,3,41,1,2,7.0,type3,3.0,2,1.6081,-0.4537,,2,7,3
2831,EID_21059,1,30.0,3,1,Washington,Sales,Behavioral,7.0,2,25,0,3,8.0,type2,2.0,4,-0.9612,-0.4537,1.0,2,7,3
2833,EID_6997,1,43.0,5,0,Lebanon,Sales,Directive,20.0,1,69,0,2,7.0,type2,1.0,4,-1.8176,0.7075,2.0,3,8,3
2835,EID_13281,1,27.0,4,1,Lebanon,Sales,Behavioral,4.0,2,73,0,4,7.0,type2,2.0,3,-0.1048,-0.4537,2.0,3,8,3
2836,EID_8888,1,,3,0,Franklin,Sales,Directive,15.0,3,48,2,4,8.0,type2,3.0,2,,-0.4537,1.0,2,7,4
2837,EID_11745,1,,4,0,Franklin,Sales,Directive,10.0,2,34,1,1,8.0,type3,1.0,1,0.7516,-0.4537,2.0,3,8,4
2838,EID_22281,1,52.0,3,0,Lebanon,Sales,Behavioral,26.0,1,34,0,5,8.0,type3,1.0,2,0.7516,-0.4537,2.0,3,8,2
2839,EID_9535,1,65.0,5,0,Springfield,Sales,Directive,42.0,3,62,1,5,7.0,type2,3.0,1,0.7516,0.7075,3.0,3,8,4
2843,EID_12776,0,33.0,2,1,Franklin,Sales,Directive,10.0,3,43,0,3,7.0,type3,2.0,3,-1.8176,-0.4537,2.0,3,8,3
2844,EID_14807,0,24.0,4,0,Washington,Sales,Behavioral,,4,25,0,5,9.0,type3,2.0,3,-0.9612,0.7075,2.0,2,5,3
2846,EID_10107,1,,3,1,Springfield,Sales,Analytical,16.0,3,35,1,1,8.0,type2,4.0,4,-0.9612,-1.615,,4,6,5
2847,EID_10578,0,35.0,2,0,Lebanon,Sales,Analytical,12.0,2,23,0,2,7.0,type2,3.0,2,0.7516,0.7075,,3,8,3
2848,EID_3842,1,49.0,3,1,Clinton,Sales,Conceptual,19.0,2,37,0,5,8.0,type3,3.0,4,-0.1048,1.8688,1.0,1,7,2
2850,EID_7387,0,42.0,1,0,Franklin,Sales,Analytical,20.0,4,50,1,3,8.0,type2,1.0,3,-0.1048,-0.4537,1.0,2,8,3
2852,EID_14056,0,25.0,3,0,Springfield,Sales,Directive,6.0,1,65,1,3,8.0,type3,4.0,5,-0.1048,1.8688,2.0,4,6,3
2855,EID_8010,0,41.0,5,1,Lebanon,Sales,Behavioral,16.0,4,59,0,3,10.0,type0,2.0,4,,-0.4537,2.0,3,5,5
2857,EID_3516,1,58.0,3,1,Franklin,Sales,Conceptual,33.0,3,73,1,2,7.0,type3,1.0,4,-0.1048,-0.4537,,4,8,5
2859,EID_19264,0,19.0,3,1,Springfield,Sales,Directive,0.0,0,49,1,3,8.0,type2,3.0,3,0.7516,-0.4537,3.0,3,8,3
2860,EID_15316,0,24.0,3,0,Franklin,Sales,Analytical,5.0,2,70,0,3,8.0,type2,5.0,3,-0.1048,0.7075,2.0,3,8,3
2861,EID_10721,0,34.0,3,0,Lebanon,Sales,Analytical,11.0,4,64,1,2,8.0,type2,1.0,2,1.6081,1.8688,2.0,3,7,3
2868,EID_12802,1,38.0,4,1,Franklin,Sales,Analytical,10.0,3,68,1,3,8.0,type2,2.0,1,0.7516,0.7075,,3,7,2
2870,EID_17514,0,26.0,4,0,Franklin,Sales,Conceptual,3.0,3,55,1,2,7.0,type2,3.0,4,0.7516,0.7075,1.0,4,8,4
2872,EID_3773,1,65.0,1,1,Springfield,Sales,Conceptual,36.0,2,45,1,2,8.0,type2,1.0,2,,0.7075,,4,8,3
2875,EID_10722,0,43.0,3,1,Springfield,Sales,Directive,13.0,1,54,1,3,8.0,type3,1.0,2,-0.1048,-0.4537,2.0,1,6,3
2881,EID_18460,0,20.0,5,1,Franklin,Sales,Conceptual,1.0,1,35,0,4,8.0,type3,2.0,3,0.7516,1.8688,2.0,3,5,3
2883,EID_19644,1,52.0,4,0,Lebanon,Sales,Analytical,29.0,1,51,1,1,8.0,type2,3.0,3,1.6081,-2.7762,1.0,4,7,5
2884,EID_17871,1,25.0,3,1,Washington,Sales,Analytical,6.0,1,48,1,2,8.0,type3,2.0,3,,-1.615,,4,8,2
2886,EID_18982,0,20.0,4,1,Lebanon,Sales,Directive,1.0,1,30,1,3,8.0,type3,1.0,4,-0.1048,-0.4537,2.0,4,8,3
2889,EID_7678,0,60.0,2,0,Springfield,Sales,Analytical,36.0,1,66,2,1,8.0,type2,1.0,4,0.7516,-0.4537,2.0,3,6,2
2890,EID_14043,1,,3,0,Franklin,Sales,Conceptual,6.0,1,40,1,2,7.0,type3,4.0,4,-0.1048,0.7075,3.0,4,8,3
2891,EID_5738,0,55.0,3,1,Clinton,Sales,Directive,24.0,3,42,1,2,8.0,type0,4.0,4,-0.1048,0.7075,2.0,1,8,3
2898,EID_13985,1,35.0,1,1,Springfield,Sales,Analytical,7.0,1,38,1,4,10.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,8,3
2900,EID_6972,0,47.0,4,1,Lebanon,Sales,Analytical,15.0,3,46,2,3,9.0,type3,3.0,4,,-0.4537,1.0,3,5,2
2901,EID_11277,1,33.0,5,1,Washington,Sales,Behavioral,10.0,3,54,0,2,9.0,type2,3.0,3,-1.8176,0.7075,2.0,1,8,3
2902,EID_16921,0,22.0,4,0,Springfield,Sales,Behavioral,3.0,1,31,1,1,8.0,type3,3.0,3,-0.1048,-0.4537,2.0,2,8,1
2906,EID_21576,1,22.0,3,1,Washington,Sales,Behavioral,3.0,1,71,2,2,8.0,type2,2.0,3,0.7516,0.7075,2.0,2,5,3
2907,EID_11629,1,,5,0,Franklin,Sales,Conceptual,8.0,3,64,0,2,8.0,type3,1.0,3,0.7516,-0.4537,,2,6,3
